,network,image,original_label,original_predicted_label,predicted_label,target,method,IM1,IM2,correctness,l1,l2,linf,implausibility,optim_time,faithfulness,weak correctness
14848,mnist_lenet5_output,32.0,3,3,8.0,8.0,alibi-Proto-CF,0.7031020962089994,0.1674244184738332,1,668.57837,27.84496,2.0,916.9696,68.61558818817139,,
14849,mnist_lenet5_output,32.0,3,3,9.0,9.0,alibi-Proto-CF,1.0995419638165058,0.1533745884342532,1,585.92975,22.430202,1.9183141,706.08185,68.60236310958862,,
14850,mnist_lenet5_output,33.0,4,4,0.0,0.0,alibi-Proto-CF,0.8674000997341187,0.29272646716348055,1,557.0466,21.215399,1.669728,609.9243,68.34277582168579,,
14851,mnist_lenet5_output,33.0,4,4,1.0,1.0,alibi-Proto-CF,1.958469301836558,0.7018174988578602,1,643.19556,24.140465,2.0,623.0583,68.78738188743591,,
14852,mnist_lenet5_output,33.0,4,4,2.0,2.0,alibi-Proto-CF,0.5612913757644317,0.21323106370628966,1,558.5784,21.05643,1.4016104,626.0566,68.66834807395935,,
14853,mnist_lenet5_output,33.0,4,4,3.0,3.0,alibi-Proto-CF,0.883880818277566,0.23136993331740346,1,683.58655,27.254072,2.0,770.38257,68.2669608592987,,
14854,mnist_lenet5_output,33.0,4,4,5.0,5.0,alibi-Proto-CF,0.8595665664194857,0.17664011730970736,1,719.46234,29.797266,2.0,947.88,68.65626788139343,,
14855,mnist_lenet5_output,33.0,4,4,6.0,6.0,alibi-Proto-CF,0.8377628415574553,0.1922604268663755,1,578.6174,21.901428,1.8526522,622.7739,69.42220497131348,,
14856,mnist_lenet5_output,33.0,4,4,7.0,7.0,alibi-Proto-CF,0.6613498547270251,0.1817822992270694,1,609.06885,25.080223,2.0,808.70294,69.24486351013184,,
14857,mnist_lenet5_output,33.0,4,4,8.0,8.0,alibi-Proto-CF,0.7498304822653509,0.20796760246919163,1,595.54877,24.591915,2.0,738.9222,69.97085976600647,,
14858,mnist_lenet5_output,33.0,4,4,9.0,9.0,alibi-Proto-CF,0.877440914802625,0.17384635821112016,1,605.1405,23.199183,2.0,669.10815,69.48481774330139,,
14859,mnist_lenet5_output,34.0,7,7,0.0,0.0,alibi-Proto-CF,1.67462067989545,0.28706790411431515,1,615.2903,24.094646,2.0,721.7785,69.17740535736084,,
14860,mnist_lenet5_output,34.0,7,7,1.0,1.0,alibi-Proto-CF,5.954395217945194,0.7392288417050082,1,423.88776,16.274212,1.5588179,488.3869,69.10847067832947,,
14861,mnist_lenet5_output,34.0,7,7,2.0,2.0,alibi-Proto-CF,1.0706988788610237,0.19159066160081575,1,577.5441,22.655695,2.0,683.08417,69.91734385490417,,
14862,mnist_lenet5_output,34.0,7,7,3.0,3.0,alibi-Proto-CF,1.5411109203670037,0.19374949196816754,1,578.47546,22.024284,1.474233,680.0686,70.19854998588562,,
14863,mnist_lenet5_output,34.0,7,7,4.0,4.0,alibi-Proto-CF,1.2756282831605497,0.13088360187927017,1,714.3736,31.07807,2.0,1104.3861,70.01071739196777,,
14864,mnist_lenet5_output,34.0,7,7,5.0,5.0,alibi-Proto-CF,1.4574552357476727,0.2127908218512799,1,619.41785,24.214415,2.0,712.93915,70.23798775672913,,
14865,mnist_lenet5_output,34.0,7,7,6.0,6.0,alibi-Proto-CF,1.132071306782633,0.1289008169132721,1,837.83093,35.673397,2.0,1344.3423,69.91876554489136,,
14866,mnist_lenet5_output,34.0,7,7,8.0,8.0,alibi-Proto-CF,1.131245053438302,0.18496481721123528,1,571.39185,21.78465,1.4618636,622.72156,70.25796365737915,,
14867,mnist_lenet5_output,34.0,7,7,9.0,9.0,alibi-Proto-CF,1.570218923335939,0.16967493649964946,1,558.9523,21.70553,1.5727615,643.2815,70.31831240653992,,
14868,mnist_lenet5_output,35.0,2,2,0.0,0.0,alibi-Proto-CF,1.4000551620291088,0.3000864073618933,1,588.436,23.134525,2.0,681.32886,70.7782769203186,,
14869,mnist_lenet5_output,35.0,2,2,1.0,1.0,alibi-Proto-CF,4.043215412406644,0.8235681425404277,1,637.45776,25.910881,2.0,875.6307,70.68376564979553,,
14870,mnist_lenet5_output,35.0,2,2,3.0,3.0,alibi-Proto-CF,1.4602141209182276,0.20000114478643308,1,544.0877,20.919674,1.4237821,665.0265,70.60668754577637,,
14871,mnist_lenet5_output,35.0,2,2,4.0,4.0,alibi-Proto-CF,1.4268844768013453,0.09397994295830239,1,759.64026,31.358583,2.0,1083.0681,69.95686793327332,,
14872,mnist_lenet5_output,35.0,2,2,5.0,5.0,alibi-Proto-CF,1.6034340120589423,0.2728614013672268,1,494.7612,18.987116,1.7046669,575.3492,69.69857382774353,,
14873,mnist_lenet5_output,35.0,2,2,6.0,6.0,alibi-Proto-CF,1.0382714542060631,0.13614377538411782,1,813.58203,35.017666,2.0,1357.6353,70.02133798599243,,
14874,mnist_lenet5_output,35.0,2,2,7.0,7.0,alibi-Proto-CF,0.9289209768822858,0.13128855536570552,1,606.7671,23.849934,2.0,756.7241,70.20079159736633,,
14875,mnist_lenet5_output,35.0,2,2,8.0,8.0,alibi-Proto-CF,0.9880533781473888,0.19612334586150953,1,565.2318,21.846205,1.7509853,647.48016,70.09509944915771,,
14876,mnist_lenet5_output,35.0,2,2,9.0,9.0,alibi-Proto-CF,1.3256016827036559,0.12145050432001005,1,631.5723,25.077286,2.0,755.91656,70.17829155921936,,
14877,mnist_lenet5_output,36.0,7,2,0.0,0.0,alibi-Proto-CF,1.3607511863100263,0.28084676656027985,1,655.6012,26.467493,2.0,747.0978,70.18109822273254,,
14878,mnist_lenet5_output,36.0,7,2,1.0,1.0,alibi-Proto-CF,4.181169298004796,0.8404002486858284,1,882.6764,36.676907,2.0,1478.4827,69.13625383377075,,
14879,mnist_lenet5_output,36.0,7,2,3.0,3.0,alibi-Proto-CF,1.4488550141687175,0.2139007471944759,1,563.3396,21.233553,1.4923582,611.10657,69.68372631072998,,
14880,mnist_lenet5_output,36.0,7,2,4.0,4.0,alibi-Proto-CF,1.6085441744406408,0.16728974743735142,1,672.67004,26.43823,2.0,774.6072,69.85632920265198,,
14881,mnist_lenet5_output,36.0,7,2,5.0,5.0,alibi-Proto-CF,1.7748493504274558,0.2701561258429759,1,596.3688,22.252338,1.9496331,592.7331,69.78236389160156,,
14882,mnist_lenet5_output,36.0,7,2,6.0,6.0,alibi-Proto-CF,1.5874647492923322,0.23175251868817776,1,596.89624,22.166285,1.3965793,586.5529,69.22129130363464,,
14883,mnist_lenet5_output,36.0,7,2,7.0,7.0,alibi-Proto-CF,0.960312550495631,0.31074440242627066,1,254.11627,9.852351,0.9411792,312.49652,69.02194714546204,,
14884,mnist_lenet5_output,36.0,7,2,8.0,8.0,alibi-Proto-CF,1.0679523000754139,0.16802225507143478,1,664.668,26.755276,2.0,777.8814,69.01027488708496,,
14885,mnist_lenet5_output,36.0,7,2,9.0,9.0,alibi-Proto-CF,1.08001949500535,0.16800171392612945,1,726.2576,34.149826,2.0,1263.259,69.28803396224976,,
14886,mnist_lenet5_output,37.0,1,1,0.0,0.0,alibi-Proto-CF,0.3135751850509182,0.22176717912848437,1,830.8645,34.95672,2.0,1072.2169,69.1994047164917,,
14887,mnist_lenet5_output,37.0,1,1,2.0,2.0,alibi-Proto-CF,0.2744681062687667,0.17426048539060088,1,672.6212,26.772833,2.0,794.3623,69.70140194892883,,
14888,mnist_lenet5_output,37.0,1,1,3.0,3.0,alibi-Proto-CF,0.3761761982781095,0.22004214020495613,1,698.3778,29.34938,2.0,888.8819,69.6101667881012,,
14889,mnist_lenet5_output,37.0,1,1,4.0,4.0,alibi-Proto-CF,0.3768616576733848,0.1917766146418587,1,711.2983,27.88692,2.0,829.1974,69.45109534263611,,
14890,mnist_lenet5_output,37.0,1,1,5.0,5.0,alibi-Proto-CF,0.35499301937928535,0.19838852587841443,1,686.93335,28.780838,2.0,845.5335,69.96859741210938,,
14891,mnist_lenet5_output,37.0,1,1,6.0,6.0,alibi-Proto-CF,0.33283947803672803,0.19965093389013108,1,616.4149,26.485611,2.0,730.13586,69.75815629959106,,
14892,mnist_lenet5_output,37.0,1,1,7.0,7.0,alibi-Proto-CF,0.23726399520356004,0.13039163601454218,1,714.376,28.515556,2.0,857.6479,70.22357606887817,,
14893,mnist_lenet5_output,37.0,1,1,8.0,8.0,alibi-Proto-CF,0.2384654944475179,0.1693693759564284,1,737.1177,29.748898,2.0,869.5088,70.21160888671875,,
14894,mnist_lenet5_output,37.0,1,1,9.0,9.0,alibi-Proto-CF,0.29671131395828715,0.1372337446511538,1,752.64624,29.862926,2.0,895.513,69.95310068130493,,
14895,mnist_lenet5_output,38.0,2,2,0.0,0.0,alibi-Proto-CF,1.4398562961344192,0.2836301219515839,1,619.8977,23.779037,2.0,614.325,70.31006455421448,,
14896,mnist_lenet5_output,38.0,2,2,1.0,1.0,alibi-Proto-CF,3.8931893206170836,0.7090391437688883,1,497.7874,18.68975,1.383842,500.50967,70.58855271339417,,
14897,mnist_lenet5_output,38.0,2,2,3.0,3.0,alibi-Proto-CF,1.4320423778258142,0.1761799467418426,1,647.3865,25.540506,2.0,716.15283,70.41393637657166,,
14898,mnist_lenet5_output,38.0,2,2,4.0,4.0,alibi-Proto-CF,0.9653717996165594,0.2957513300822796,1,731.8125,35.410183,2.0,1299.9207,70.89522624015808,,
14899,mnist_lenet5_output,38.0,2,2,5.0,5.0,alibi-Proto-CF,1.6863124935963036,0.28381020226585585,1,587.48645,21.733145,1.1775843,556.55505,70.99264335632324,,
14900,mnist_lenet5_output,38.0,2,2,6.0,6.0,alibi-Proto-CF,1.5654752514185029,0.22706220369298794,1,580.6998,21.588778,1.1763939,560.6897,70.46991968154907,,
14901,mnist_lenet5_output,38.0,2,2,7.0,7.0,alibi-Proto-CF,0.9837486832045503,0.19415652449674076,1,444.63174,16.73784,1.5846803,464.28436,70.97940707206726,,
14902,mnist_lenet5_output,38.0,2,2,8.0,8.0,alibi-Proto-CF,1.0645359450363683,0.22301944649340288,1,562.8981,21.139883,1.8354946,556.3766,71.46070218086243,,
14903,mnist_lenet5_output,38.0,2,2,9.0,9.0,alibi-Proto-CF,1.0461936129336897,0.2523458797021202,1,798.48706,38.559204,2.0,1492.2556,71.35779285430908,,
14904,mnist_lenet5_output,39.0,1,1,0.0,0.0,alibi-Proto-CF,0.33158035101756156,0.21876575375653684,1,630.3209,27.125902,2.0,768.3153,71.52623867988586,,
14905,mnist_lenet5_output,39.0,1,1,2.0,2.0,alibi-Proto-CF,0.24736466567271895,0.2062149295242609,1,642.60596,25.24851,2.0,721.0804,71.35559868812561,,
14906,mnist_lenet5_output,39.0,1,1,3.0,3.0,alibi-Proto-CF,0.3681061734829063,0.18996245523679436,1,625.8415,26.37503,2.0,733.8609,71.3330020904541,,
14907,mnist_lenet5_output,39.0,1,1,4.0,4.0,alibi-Proto-CF,0.5455411871694791,0.17069805201526578,1,797.55206,38.379036,2.0,1490.6278,71.43091416358948,,
14908,mnist_lenet5_output,39.0,1,1,5.0,5.0,alibi-Proto-CF,0.2556321619805907,0.1330244913081152,1,827.7525,34.868984,2.0,1193.7052,72.28260374069214,,
14909,mnist_lenet5_output,39.0,1,1,6.0,6.0,alibi-Proto-CF,0.48312089364585215,0.21886254762515947,1,812.09485,37.734955,2.0,1442.7976,72.07708501815796,,
14910,mnist_lenet5_output,39.0,1,1,7.0,7.0,alibi-Proto-CF,0.22959918686408606,0.1377662416013862,1,652.2073,26.7605,2.0,825.93494,72.22919297218323,,
14911,mnist_lenet5_output,39.0,1,1,8.0,8.0,alibi-Proto-CF,0.24108127634655174,0.15329758575211183,1,703.2179,29.342888,2.0,870.9643,71.96102213859558,,
14912,mnist_lenet5_output,39.0,1,1,9.0,9.0,alibi-Proto-CF,0.28192281488686854,0.1188581224715577,1,826.1446,35.025448,2.0,1229.5026,72.31671142578125,,
14913,mnist_lenet5_output,40.0,1,1,0.0,0.0,alibi-Proto-CF,0.3111787880920249,0.24766615318851892,1,922.5758,37.254528,2.0,1201.58,72.04809379577637,,
14914,mnist_lenet5_output,40.0,1,1,2.0,2.0,alibi-Proto-CF,0.2924224362853902,0.20374661205433103,1,695.6409,26.956665,2.0,732.5011,73.05543994903564,,
14915,mnist_lenet5_output,40.0,1,1,3.0,3.0,alibi-Proto-CF,0.3703928480826816,0.1714746993457176,1,782.5791,32.177505,2.0,958.7916,72.36865663528442,,
14916,mnist_lenet5_output,40.0,1,1,4.0,4.0,alibi-Proto-CF,0.3620605334385701,0.14866229575245932,1,754.00146,29.423185,2.0,840.83636,72.42047166824341,,
14917,mnist_lenet5_output,40.0,1,1,5.0,5.0,alibi-Proto-CF,0.6461541231900939,0.37948152306060917,1,513.51654,18.688988,1.6211932,434.3487,73.3151605129242,,
14918,mnist_lenet5_output,40.0,1,1,6.0,6.0,alibi-Proto-CF,0.3544378567910462,0.22050202937261373,1,654.2626,27.84143,2.0,723.244,72.53386402130127,,
14919,mnist_lenet5_output,40.0,1,1,7.0,7.0,alibi-Proto-CF,0.3285675780063303,0.17878571763056939,1,664.5237,26.216764,2.0,726.0647,72.82854795455933,,
14920,mnist_lenet5_output,40.0,1,1,8.0,8.0,alibi-Proto-CF,0.30974966867555237,0.26120675711521596,1,671.28094,28.149841,2.0,713.66614,73.71275544166565,,
14921,mnist_lenet5_output,40.0,1,1,9.0,9.0,alibi-Proto-CF,0.3971597209876563,0.14681911895172475,1,765.4848,33.828148,2.0,1104.1493,73.06164026260376,,
14922,mnist_lenet5_output,41.0,7,2,0.0,0.0,alibi-Proto-CF,1.4005595792020187,0.258071785771856,1,716.96906,29.086111,2.0,858.2494,73.4308032989502,,
14923,mnist_lenet5_output,41.0,7,2,1.0,1.0,alibi-Proto-CF,4.177838997815197,0.7494969579165295,1,618.66986,22.866198,2.0,601.24896,73.33551740646362,,
14924,mnist_lenet5_output,41.0,7,2,3.0,3.0,alibi-Proto-CF,1.4531766805285928,0.19590457847287268,1,678.9335,26.61916,2.0,802.91486,73.18176436424255,,
14925,mnist_lenet5_output,41.0,7,2,4.0,4.0,alibi-Proto-CF,1.6337228950293545,0.18849658689077467,1,672.66864,26.14735,2.0,751.85516,73.23032236099243,,
14926,mnist_lenet5_output,41.0,7,2,5.0,5.0,alibi-Proto-CF,1.963038077058609,0.33476395178642726,1,499.41272,18.647747,1.7900072,473.785,73.75897431373596,,
14927,mnist_lenet5_output,41.0,7,2,6.0,6.0,alibi-Proto-CF,1.4526028767949233,0.266787349591101,1,606.4103,22.887224,1.903468,563.1351,73.71995377540588,,
14928,mnist_lenet5_output,41.0,7,2,7.0,7.0,alibi-Proto-CF,1.0133748972026382,0.33692451197500345,1,190.35425,7.2942677,0.809814,241.82811,73.63255381584167,,
14929,mnist_lenet5_output,41.0,7,2,8.0,8.0,alibi-Proto-CF,1.0892694967434369,0.24375249115490055,1,554.52716,20.63163,1.5989537,523.7535,73.82313108444214,,
14930,mnist_lenet5_output,41.0,7,2,9.0,9.0,alibi-Proto-CF,1.6916648272831105,0.20211686018389988,1,602.72034,22.413353,1.4100791,570.4193,74.35989785194397,,
14931,mnist_lenet5_output,42.0,4,4,0.0,0.0,alibi-Proto-CF,1.0389053756397428,0.25299829479724123,1,775.1719,32.842663,2.0,1111.127,73.52942514419556,,
14932,mnist_lenet5_output,42.0,4,4,1.0,1.0,alibi-Proto-CF,2.6364926626889638,0.7642917881024399,1,548.02106,20.784977,1.7295076,614.21564,73.79939484596252,,
14933,mnist_lenet5_output,42.0,4,4,2.0,2.0,alibi-Proto-CF,0.5896886048956861,0.17508366703863013,1,638.5876,24.786545,2.0,699.13837,74.22575044631958,,
14934,mnist_lenet5_output,42.0,4,4,3.0,3.0,alibi-Proto-CF,0.8778571353602826,0.19534077311701079,1,598.3886,22.905325,2.0,648.0263,74.46047711372375,,
14935,mnist_lenet5_output,42.0,4,4,5.0,5.0,alibi-Proto-CF,0.8814487151683909,0.1407963682820553,1,723.1398,29.895378,2.0,979.0229,73.82409405708313,,
14936,mnist_lenet5_output,42.0,4,4,6.0,6.0,alibi-Proto-CF,0.9858449357450314,0.14723318248821718,1,720.5127,30.632793,2.0,1048.634,74.11495041847229,,
14937,mnist_lenet5_output,42.0,4,4,7.0,7.0,alibi-Proto-CF,0.5429553072277203,0.15865710628725188,1,532.149,20.305666,1.832718,558.96716,74.336110830307,,
14938,mnist_lenet5_output,42.0,4,4,8.0,8.0,alibi-Proto-CF,1.0476695372623934,0.14080854160168757,1,608.53735,26.452425,2.0,752.59595,74.46705603599548,,
14939,mnist_lenet5_output,42.0,4,4,9.0,9.0,alibi-Proto-CF,0.9748504602008159,0.181816613477753,1,567.66345,21.747541,1.8107777,590.3852,74.70120573043823,,
14940,mnist_lenet5_output,43.0,2,2,0.0,0.0,alibi-Proto-CF,1.3740879625373308,0.31570634648569046,1,655.88715,25.140709,2.0,701.2518,74.86897134780884,,
14941,mnist_lenet5_output,43.0,2,2,1.0,1.0,alibi-Proto-CF,3.581968254505743,0.6868635613218794,1,524.5454,19.414236,1.4130893,464.25266,74.45010685920715,,
14942,mnist_lenet5_output,43.0,2,2,3.0,3.0,alibi-Proto-CF,1.4700782999551987,0.2287091925204837,1,603.85693,22.257551,1.2331934,574.19135,74.72469997406006,,
14943,mnist_lenet5_output,43.0,2,2,4.0,4.0,alibi-Proto-CF,1.6141061563231203,0.20389117433025125,1,681.19196,26.362951,2.0,752.013,74.81580591201782,,
14944,mnist_lenet5_output,43.0,2,2,5.0,5.0,alibi-Proto-CF,1.3992636736076967,0.21452707982764435,1,672.0869,25.753557,2.0,745.0486,74.45146894454956,,
14945,mnist_lenet5_output,43.0,2,2,6.0,6.0,alibi-Proto-CF,1.5051467531693568,0.26143011983395154,1,545.90906,20.338583,1.6303127,515.5721,75.28673720359802,,
14946,mnist_lenet5_output,43.0,2,2,7.0,7.0,alibi-Proto-CF,0.9659512479246435,0.15185559320685318,1,754.79016,32.473724,2.0,1099.839,75.60879397392273,,
14947,mnist_lenet5_output,43.0,2,2,8.0,8.0,alibi-Proto-CF,1.1181708771113086,0.2257298925832058,1,617.9579,22.722565,1.49078,556.30566,75.19094729423523,,
14948,mnist_lenet5_output,43.0,2,2,9.0,9.0,alibi-Proto-CF,1.2512458963092,0.10320134003928272,1,767.04407,31.045965,2.0,962.2488,74.91103553771973,,
14949,mnist_lenet5_output,44.0,3,3,0.0,0.0,alibi-Proto-CF,0.9794994435119244,0.23655023457706584,1,781.3541,33.04828,2.0,1032.8173,75.51748538017273,,
14950,mnist_lenet5_output,44.0,3,3,1.0,1.0,alibi-Proto-CF,3.0921300111802457,0.7468816202000447,1,572.1741,21.265553,1.7386365,576.7639,75.29375290870667,,
14951,mnist_lenet5_output,44.0,3,3,2.0,2.0,alibi-Proto-CF,0.7271788849083296,0.210021210627813,1,603.33545,22.66528,1.9764706,617.78595,75.45726585388184,,
14952,mnist_lenet5_output,44.0,3,3,4.0,4.0,alibi-Proto-CF,1.190771121570646,0.22756048473676027,1,603.13696,22.6514,1.8263543,614.88354,76.32752537727356,,
14953,mnist_lenet5_output,44.0,3,3,5.0,5.0,alibi-Proto-CF,1.142927416553242,0.2607911631414267,1,551.15497,20.737925,1.8831987,562.1203,75.64637541770935,,
14954,mnist_lenet5_output,44.0,3,3,6.0,6.0,alibi-Proto-CF,1.0793698581126274,0.22398884560070642,1,560.57275,21.058422,1.9297084,543.5937,75.4369044303894,,
14955,mnist_lenet5_output,44.0,3,3,7.0,7.0,alibi-Proto-CF,0.6443894401964388,0.1382649524231402,1,601.9485,22.400604,1.8750463,608.2441,75.41594195365906,,
14956,mnist_lenet5_output,44.0,3,3,8.0,8.0,alibi-Proto-CF,0.9535454456615282,0.1770605920536647,1,611.52435,26.287294,2.0,708.1613,75.74348878860474,,
14957,mnist_lenet5_output,44.0,3,3,9.0,9.0,alibi-Proto-CF,0.8660415369110969,0.11143478187802054,1,702.02625,28.741102,2.0,890.16675,75.97827577590942,,
14958,mnist_lenet5_output,45.0,5,5,0.0,0.0,alibi-Proto-CF,1.0052941915625655,0.30755431013933227,1,589.8451,22.210894,1.355522,588.1939,75.69279026985168,,
14959,mnist_lenet5_output,45.0,5,5,1.0,1.0,alibi-Proto-CF,2.5602823874720686,0.7461091331522082,1,610.6997,22.737267,1.7059863,631.53406,76.4407103061676,,
14960,mnist_lenet5_output,45.0,5,5,2.0,2.0,alibi-Proto-CF,1.0729136544582627,0.18294030884167672,1,877.82214,36.71081,2.0,1345.599,76.74135971069336,,
14961,mnist_lenet5_output,45.0,5,5,3.0,3.0,alibi-Proto-CF,0.7636205487151291,0.22304813824708014,1,482.8191,18.407623,2.0,464.44104,76.83318591117859,,
14962,mnist_lenet5_output,45.0,5,5,4.0,4.0,alibi-Proto-CF,1.085209378538172,0.2087094773296165,1,588.3314,22.53651,2.0,608.3425,75.98874139785767,,
14963,mnist_lenet5_output,45.0,5,5,6.0,6.0,alibi-Proto-CF,1.047224433140561,0.199517400248581,1,611.54224,23.504904,2.0,675.579,76.381032705307,,
14964,mnist_lenet5_output,45.0,5,5,7.0,7.0,alibi-Proto-CF,0.612371672182721,0.14655412763457137,1,620.44415,23.405022,2.0,639.9444,76.42663049697876,,
14965,mnist_lenet5_output,45.0,5,5,8.0,8.0,alibi-Proto-CF,0.7584681282223494,0.19021755059279447,1,600.12036,22.671186,1.8372817,600.39636,76.65354490280151,,
14966,mnist_lenet5_output,45.0,5,5,9.0,9.0,alibi-Proto-CF,1.0915660707304042,0.17010253832727806,1,596.69446,22.45524,1.8635293,624.29553,77.45793890953064,,
14967,mnist_lenet5_output,46.0,1,1,0.0,0.0,alibi-Proto-CF,0.30843448618977176,0.2305141983176722,1,913.95166,38.16266,2.0,1347.5703,77.0338945388794,,
14968,mnist_lenet5_output,46.0,1,1,2.0,2.0,alibi-Proto-CF,0.239780389663549,0.2228000861182173,1,595.4791,22.941174,2.0,665.95374,77.06690621376038,,
14969,mnist_lenet5_output,46.0,1,1,3.0,3.0,alibi-Proto-CF,0.3175862711851967,0.1674428507490188,1,661.712,25.732313,2.0,760.4857,77.28625106811523,,
14970,mnist_lenet5_output,46.0,1,1,4.0,4.0,alibi-Proto-CF,0.4063902456043142,0.21244009724238574,1,579.7726,21.657034,1.8169925,601.8208,77.01515579223633,,
14971,mnist_lenet5_output,46.0,1,1,5.0,5.0,alibi-Proto-CF,0.41242540758662083,0.28834286567583833,1,541.36163,20.123234,1.6157916,522.6484,77.37453198432922,,
14972,mnist_lenet5_output,46.0,1,1,6.0,6.0,alibi-Proto-CF,0.3176677734099058,0.17201126250757715,1,671.62787,26.153177,2.0,757.5006,77.60903191566467,,
14973,mnist_lenet5_output,46.0,1,1,7.0,7.0,alibi-Proto-CF,0.20650486220307362,0.14299473984683322,1,596.9039,22.275959,1.7920587,624.0631,77.83256959915161,,
14974,mnist_lenet5_output,46.0,1,1,8.0,8.0,alibi-Proto-CF,0.30279066945974303,0.23988606856172268,1,632.78375,27.094324,2.0,767.34766,77.95181250572205,,
14975,mnist_lenet5_output,46.0,1,1,9.0,9.0,alibi-Proto-CF,0.3576277436552858,0.14238476121880453,1,635.6818,24.00438,2.0,655.61206,78.87161374092102,,
14976,mnist_lenet5_output,47.0,2,2,0.0,0.0,alibi-Proto-CF,1.4865090710549593,0.31839700183307645,1,588.8707,21.885227,1.9401133,598.65906,77.66347885131836,,
14977,mnist_lenet5_output,47.0,2,2,1.0,1.0,alibi-Proto-CF,3.8106397701080055,0.706350026495128,1,585.5838,21.64359,1.5980666,550.6818,78.04292297363281,,
14978,mnist_lenet5_output,47.0,2,2,3.0,3.0,alibi-Proto-CF,1.5264520883695911,0.21805750700541826,1,615.7957,22.762842,1.6623908,611.5687,77.99590229988098,,
14979,mnist_lenet5_output,47.0,2,2,4.0,4.0,alibi-Proto-CF,1.7581420054323682,0.2739875496317042,1,500.30182,18.669975,1.7392504,451.87476,78.41156005859375,,
14980,mnist_lenet5_output,47.0,2,2,5.0,5.0,alibi-Proto-CF,1.954970939888046,0.35893469191802574,1,470.73734,17.538183,1.1857251,455.88693,79.13806772232056,,
14981,mnist_lenet5_output,47.0,2,2,6.0,6.0,alibi-Proto-CF,1.4123357206697231,0.29000108507906414,1,601.6694,23.010073,2.0,572.6222,78.18602776527405,,
14982,mnist_lenet5_output,47.0,2,2,7.0,7.0,alibi-Proto-CF,1.0402156061673917,0.1291887172104147,1,681.2396,26.556458,2.0,771.6788,78.3891589641571,,
14983,mnist_lenet5_output,47.0,2,2,8.0,8.0,alibi-Proto-CF,1.1027759442061391,0.23898058999692642,1,573.235,21.19005,1.195302,529.97095,78.79443621635437,,
14984,mnist_lenet5_output,47.0,2,2,9.0,9.0,alibi-Proto-CF,1.2027669863969954,0.14355630108337275,1,724.0173,30.061426,2.0,889.5704,78.84298396110535,,
14985,mnist_lenet5_output,48.0,4,4,0.0,0.0,alibi-Proto-CF,0.892066690937669,0.253688440635471,1,573.73157,22.571697,2.0,723.36597,78.96049237251282,,
14986,mnist_lenet5_output,48.0,4,4,1.0,1.0,alibi-Proto-CF,3.094962401595528,0.8375574065880128,1,618.64056,25.39858,2.0,873.45404,79.3673083782196,,
14987,mnist_lenet5_output,48.0,4,4,2.0,2.0,alibi-Proto-CF,0.8208058755099822,0.14787961676985967,1,632.9601,28.530556,2.0,1029.6062,79.04802131652832,,
14988,mnist_lenet5_output,48.0,4,4,3.0,3.0,alibi-Proto-CF,0.8674957071955645,0.1972754097468556,1,531.19714,20.727127,1.6909561,664.68677,79.66948103904724,,
14989,mnist_lenet5_output,48.0,4,4,5.0,5.0,alibi-Proto-CF,0.8495258016811142,0.21246907335071685,1,557.5404,22.13014,2.0,724.2827,79.16289258003235,,
14990,mnist_lenet5_output,48.0,4,4,6.0,6.0,alibi-Proto-CF,0.8421611729845182,0.18783902524364984,1,529.55225,20.676605,1.7147633,663.18365,80.07128167152405,,
14991,mnist_lenet5_output,48.0,4,4,7.0,7.0,alibi-Proto-CF,0.5528248192683279,0.14490383316331293,1,480.14038,18.955717,1.5713601,652.27185,78.97354578971863,,
14992,mnist_lenet5_output,48.0,4,4,8.0,8.0,alibi-Proto-CF,0.6364296797628854,0.17988453462427784,1,555.1964,22.17038,2.0,680.4477,79.34564089775085,,
14993,mnist_lenet5_output,48.0,4,4,9.0,9.0,alibi-Proto-CF,1.2293754105544608,0.19743839811329392,1,281.5719,11.547474,1.3739206,428.80988,79.3369927406311,,
14994,mnist_lenet5_output,49.0,4,4,0.0,0.0,alibi-Proto-CF,0.8674260799312213,0.3039060149818664,1,585.9186,21.982708,1.7319015,588.8489,80.65266752243042,,
14995,mnist_lenet5_output,49.0,4,4,1.0,1.0,alibi-Proto-CF,2.015091464407107,0.727898852623802,1,554.9459,20.478878,1.2686942,541.09717,80.40053367614746,,
14996,mnist_lenet5_output,49.0,4,4,2.0,2.0,alibi-Proto-CF,0.5988216010621659,0.2314828656558307,1,526.9203,19.889961,1.3613139,553.5481,79.7340886592865,,
14997,mnist_lenet5_output,49.0,4,4,3.0,3.0,alibi-Proto-CF,0.8531766479061084,0.20571979085351336,1,604.2346,22.624504,1.6902678,644.7055,79.96083402633667,,
14998,mnist_lenet5_output,49.0,4,4,5.0,5.0,alibi-Proto-CF,0.8603503937604106,0.16881376246931248,1,683.06836,27.640438,2.0,882.34357,79.93357372283936,,
14999,mnist_lenet5_output,49.0,4,4,6.0,6.0,alibi-Proto-CF,0.9973174221177403,0.1754707183310587,1,833.5135,37.775414,2.0,1452.0435,80.31185913085938,,
15000,mnist_lenet5_output,49.0,4,4,7.0,7.0,alibi-Proto-CF,0.7537973510204777,0.14087213990942693,1,677.48615,28.50188,2.0,910.1246,80.4048502445221,,
