,network,image,original_label,original_predicted_label,predicted_label,target,method,IM1,IM2,correctness,l1,l2,linf,implausibility,optim_time,weak correctness,weak_correctness
15986,mnist_lenet5_output,61.0,7,7,7.0,2.0,C-Min-Edit,1.0,0.031038835046438097,0,337.24493,23.665768,2.0,526.1311,11.610892295837402,,1
15987,mnist_lenet5_output,61.0,7,7,7.0,3.0,C-Min-Edit,1.0,0.04571329216108263,0,295.99628,21.94086,2.0,427.05505,9.967765808105469,,1
15988,mnist_lenet5_output,61.0,7,7,4.0,4.0,C-Min-Edit,0.9352476360637854,0.05582944934190952,1,235.96259,19.393492,2.0,320.19684,26.48423671722412,,1
15989,mnist_lenet5_output,61.0,7,7,7.0,5.0,C-Min-Edit,1.0,0.04801663062808552,0,268.00525,20.563639,2.0,420.48828,25.624903917312626,,1
15990,mnist_lenet5_output,61.0,7,7,0.0,6.0,C-Min-Edit,1.1033942969970867,0.03733315430831034,0,297.7146,21.862097,2.0,563.01556,67.43638515472412,,1
15991,mnist_lenet5_output,61.0,7,7,3.0,8.0,C-Min-Edit,0.6817142212632652,0.03330422900940868,0,272.72504,20.67357,2.0,482.2767,67.3292453289032,,1
15992,mnist_lenet5_output,61.0,7,7,9.0,9.0,C-Min-Edit,0.9861375301998612,0.045728931666847585,1,264.4047,20.260437,2.0,370.33093,20.00670480728149,,1
15993,mnist_lenet5_output,62.0,8,8,8.0,0.0,C-Min-Edit,1.0,0.013157821624965283,0,236.71661,19.064306,1.9996486,549.2916,66.79745721817017,,1
15994,mnist_lenet5_output,62.0,8,8,2.0,1.0,C-Min-Edit,0.7571933374584835,0.008369404022341669,0,250.34787,19.92089,1.9996841,220.47717,67.14171957969666,,1
15995,mnist_lenet5_output,62.0,8,8,2.0,2.0,C-Min-Edit,0.8469892499313958,0.0091646150720192,1,226.2069,18.550556,1.9995492,352.88303,7.738037586212158,,1
15996,mnist_lenet5_output,62.0,8,8,8.0,3.0,C-Min-Edit,1.0,0.019911317367027833,0,215.37416,18.18807,1.9994171,387.7609,67.2977831363678,,1
15997,mnist_lenet5_output,62.0,8,8,8.0,4.0,C-Min-Edit,1.0,0.020749131548654737,0,199.61856,17.337439,1.99984,380.53873,6.665755748748779,,1
15998,mnist_lenet5_output,62.0,8,8,5.0,5.0,C-Min-Edit,1.0468470487163533,0.023252244239527098,1,238.49884,19.087494,1.9997718,424.64062,50.19952297210693,,1
15999,mnist_lenet5_output,62.0,8,8,8.0,6.0,C-Min-Edit,1.0,0.01395301633501314,0,241.5681,19.320557,1.9997892,451.3928,67.36236333847046,,1
16000,mnist_lenet5_output,62.0,8,8,7.0,7.0,C-Min-Edit,0.7986468791404049,0.013158027555747383,1,234.00891,19.17667,1.9995637,394.79977,44.49932408332825,,1
16001,mnist_lenet5_output,62.0,8,8,9.0,9.0,C-Min-Edit,0.8488970916924704,0.014479624142130706,1,206.28894,17.775702,1.9996561,351.81995,7.37278151512146,,1
16002,mnist_lenet5_output,63.0,9,5,0.0,0.0,C-Min-Edit,1.3009847083362973,0.11462142493777393,1,158.23395,14.431052,1.9948535,434.25385,52.35563611984253,,1
16003,mnist_lenet5_output,63.0,9,5,5.0,1.0,C-Min-Edit,1.0,0.06348913536180943,0,157.26028,14.611862,1.9921569,248.59697,67.43767619132996,,1
16004,mnist_lenet5_output,63.0,9,5,2.0,2.0,C-Min-Edit,1.188020057836013,0.06766499548926017,1,164.68695,14.845647,1.9921569,405.35385,10.333388090133669,,1
16005,mnist_lenet5_output,63.0,9,5,3.0,3.0,C-Min-Edit,0.8741511675946375,0.04560791405354237,1,179.72208,15.618954,1.9998627,359.9364,17.106144428253174,,1
16006,mnist_lenet5_output,63.0,9,5,4.0,4.0,C-Min-Edit,0.8631855804442202,0.03697498515551149,1,150.48303,14.242225,1.9921569,302.96466,5.648370981216431,,1
16007,mnist_lenet5_output,63.0,9,5,5.0,6.0,C-Min-Edit,1.0,0.07692021564081428,0,153.96237,14.34438,1.9990451,364.93008,60.09919691085816,,1
16008,mnist_lenet5_output,63.0,9,5,7.0,7.0,C-Min-Edit,0.9570942120551611,0.054695164947664125,1,157.08978,14.61985,1.9921569,308.72794,6.793998956680298,,1
16009,mnist_lenet5_output,63.0,9,5,8.0,8.0,C-Min-Edit,1.2675371483431555,0.11007195263437212,1,177.3308,15.5295105,1.9921569,374.05807,20.962300777435303,,1
16010,mnist_lenet5_output,63.0,9,5,9.0,9.0,C-Min-Edit,1.033851120153298,0.05738677159112065,1,157.91559,14.6904125,1.9921569,309.67343,6.515657186508179,,1
16011,mnist_lenet5_output,64.0,3,3,3.0,0.0,C-Min-Edit,1.0,0.010634380565333515,0,208.39618,17.60825,1.9998145,486.66806,9.868180990219116,,1
16012,mnist_lenet5_output,64.0,3,3,1.0,1.0,C-Min-Edit,35.29233969884155,0.8587586837248888,1,207.86267,17.608673,1.9993443,438.27515,55.95756649971008,,1
16013,mnist_lenet5_output,64.0,3,3,3.0,2.0,C-Min-Edit,1.0,0.009638101360941247,0,164.06918,15.122148,1.9981277,436.55136,3.182169198989868,,1
16014,mnist_lenet5_output,64.0,3,3,9.0,4.0,C-Min-Edit,1.265253524360986,0.02340080259916138,0,218.71066,18.214745,1.9995677,495.11072,67.39305400848389,,1
16015,mnist_lenet5_output,64.0,3,3,5.0,5.0,C-Min-Edit,1.1606780719833774,0.013206519205426428,1,226.94919,18.69442,1.9994085,462.57684,27.77010178565979,,1
16016,mnist_lenet5_output,64.0,3,3,0.0,6.0,C-Min-Edit,1.2769297966004307,0.018125917592447128,0,233.52899,18.94637,1.9993207,526.55054,67.24142980575562,,1
16017,mnist_lenet5_output,64.0,3,3,3.0,7.0,C-Min-Edit,1.0,0.012643085364378253,0,223.10904,18.474255,1.9995375,512.7382,66.7594404220581,,1
16018,mnist_lenet5_output,64.0,3,3,8.0,8.0,C-Min-Edit,1.6099009705090843,0.016534727785617483,1,139.48688,13.769829,1.9990399,356.81372,14.927608013153076,,1
16019,mnist_lenet5_output,64.0,3,3,9.0,9.0,C-Min-Edit,1.6751413607895276,0.03096725496888206,1,218.82326,18.172585,1.9997454,493.62665,20.069234371185303,,1
16020,mnist_lenet5_output,65.0,7,7,7.0,0.0,C-Min-Edit,1.0,0.024551708543607914,0,240.96823,19.63676,2.0,512.1958,67.29735970497131,,1
16021,mnist_lenet5_output,65.0,7,7,7.0,1.0,C-Min-Edit,1.0,0.06402424658254208,0,198.22626,17.200323,2.0,197.71548,68.73351168632507,,1
16022,mnist_lenet5_output,65.0,7,7,2.0,2.0,C-Min-Edit,0.7880925086951199,0.01486219717370751,1,224.88708,18.895853,2.0,357.82394,17.73565912246704,,1
16023,mnist_lenet5_output,65.0,7,7,7.0,3.0,C-Min-Edit,1.0,0.023307525246052813,0,246.53761,19.794025,2.0,378.37482,20.87168335914612,,1
16024,mnist_lenet5_output,65.0,7,7,9.0,4.0,C-Min-Edit,1.1690098792560522,0.018944787521609364,0,194.30066,16.918491,2.0,329.93933,9.889827251434326,,1
16025,mnist_lenet5_output,65.0,7,7,7.0,5.0,C-Min-Edit,1.0,0.028892106884669873,0,225.41658,18.77378,2.0,371.749,70.01160621643066,,1
16026,mnist_lenet5_output,65.0,7,7,2.0,6.0,C-Min-Edit,0.7924091958694583,0.01826466916415043,0,239.99844,19.552668,2.0,360.60303,68.05844306945801,,1
16027,mnist_lenet5_output,65.0,7,7,1.0,8.0,C-Min-Edit,20.466028054665063,0.8029049395397285,0,239.20135,19.594177,2.0,354.77795,67.60644316673279,,1
16028,mnist_lenet5_output,65.0,7,7,9.0,9.0,C-Min-Edit,1.4625981461895414,0.044435604376117224,1,244.68027,19.65859,2.0,347.56024,34.44880557060242,,1
16029,mnist_lenet5_output,66.0,4,4,0.0,0.0,C-Min-Edit,1.368073907285541,0.06874832254867108,1,195.55086,16.734156,1.9970107,425.3088,5.8557610511779785,,1
16030,mnist_lenet5_output,66.0,4,4,1.0,1.0,C-Min-Edit,7.340319627679062,0.6016120713496043,1,188.70071,16.321796,1.9927585,253.32669,10.482040405273438,,1
16031,mnist_lenet5_output,66.0,4,4,1.0,2.0,C-Min-Edit,6.25198337967958,0.5928367295492937,0,188.23026,16.181713,1.9921569,375.23257,67.48600149154663,,1
16032,mnist_lenet5_output,66.0,4,4,1.0,3.0,C-Min-Edit,5.627036940775404,0.5622922052470964,0,187.4122,16.12879,1.9921569,353.5142,67.42558932304382,,1
16033,mnist_lenet5_output,66.0,4,4,5.0,5.0,C-Min-Edit,1.1623508435481422,0.05623383611265974,1,190.47232,16.536179,1.9968138,373.74963,7.909490585327148,,1
16034,mnist_lenet5_output,66.0,4,4,6.0,6.0,C-Min-Edit,1.1497020028465672,0.05178709910892056,1,198.53018,16.887106,1.9981723,378.8119,6.101181745529175,,1
16035,mnist_lenet5_output,66.0,4,4,7.0,7.0,C-Min-Edit,1.2495510495773485,0.07481616605615858,1,188.27757,16.402533,1.9944732,341.62546,14.356980323791504,,1
16036,mnist_lenet5_output,66.0,4,4,8.0,8.0,C-Min-Edit,1.3136540268090058,0.0709251721186698,1,190.15454,16.38515,1.9949872,366.4259,17.63114023208618,,1
16037,mnist_lenet5_output,66.0,4,4,9.0,9.0,C-Min-Edit,1.2009481331171763,0.05450222926286798,1,180.11777,16.083574,1.9921569,324.8352,5.905060768127441,,1
16038,mnist_lenet5_output,67.0,6,6,6.0,0.0,C-Min-Edit,1.0,0.0191952881872011,0,228.32645,18.700674,1.999994,475.97562,67.27092123031616,,1
16039,mnist_lenet5_output,67.0,6,6,1.0,1.0,C-Min-Edit,42.2395415291006,0.7597173403482789,1,233.94862,19.025297,2.0,186.6255,9.114718914031982,,1
16040,mnist_lenet5_output,67.0,6,6,6.0,2.0,C-Min-Edit,1.0,0.02061406865308211,0,226.67699,18.791788,1.9939461,390.22803,67.37559199333191,,1
16041,mnist_lenet5_output,67.0,6,6,5.0,3.0,C-Min-Edit,0.9388800091642753,0.042177682882409674,0,209.7219,17.791586,1.9997423,353.14108,67.46801662445068,,1
16042,mnist_lenet5_output,67.0,6,6,6.0,4.0,C-Min-Edit,1.0,0.05528168983998202,0,226.2769,18.551962,2.0,331.46115,12.26256513595581,,1
16043,mnist_lenet5_output,67.0,6,6,6.0,5.0,C-Min-Edit,1.0,0.03411605933912456,0,230.7301,18.826694,2.0,331.92728,16.413522481918335,,1
16044,mnist_lenet5_output,67.0,6,6,1.0,7.0,C-Min-Edit,4.856766103098843,0.5522123870522213,0,209.13724,17.811756,1.999735,320.60608,67.50896835327148,,1
16045,mnist_lenet5_output,67.0,6,6,1.0,8.0,C-Min-Edit,11.11152438131299,0.7289858736697831,0,229.96744,18.72278,2.0,357.38785,67.42760348320007,,1
16046,mnist_lenet5_output,67.0,6,6,1.0,9.0,C-Min-Edit,4.195425580967881,0.534230117585408,0,206.14047,17.764986,1.9999776,324.48172,67.31376385688782,,1
16047,mnist_lenet5_output,68.0,4,4,5.0,0.0,C-Min-Edit,1.1220164436808855,0.040041788232702956,0,190.12585,16.74332,2.0,446.90756,67.68620347976685,,1
16048,mnist_lenet5_output,68.0,4,4,4.0,1.0,C-Min-Edit,1.0,0.03541130337696363,0,191.86412,16.883757,2.0,271.80554,67.92086935043335,,1
16049,mnist_lenet5_output,68.0,4,4,4.0,2.0,C-Min-Edit,1.0,0.04124838128699655,0,189.55423,16.645758,2.0,421.55777,69.90273308753967,,1
16050,mnist_lenet5_output,68.0,4,4,3.0,3.0,C-Min-Edit,0.6688858536061952,0.02595148183825263,1,202.67215,17.369148,2.0,409.779,16.976099967956543,,1
16051,mnist_lenet5_output,68.0,4,4,4.0,5.0,C-Min-Edit,1.0,0.042367621006865225,0,211.9762,17.7828,1.9999998,344.85535,14.935892343521118,,1
16052,mnist_lenet5_output,68.0,4,4,4.0,6.0,C-Min-Edit,1.0,0.021318610383543206,0,214.66348,18.082436,2.0,359.28455,51.87354874610901,,1
16053,mnist_lenet5_output,68.0,4,4,3.0,7.0,C-Min-Edit,0.9249942084245856,0.05343364192872247,0,210.86502,17.80131,1.9999961,341.13113,67.71004152297974,,1
16054,mnist_lenet5_output,68.0,4,4,8.0,8.0,C-Min-Edit,0.5222982928038461,0.021321953595980093,1,217.44377,18.436186,1.9999998,407.56277,52.76312255859375,,1
16055,mnist_lenet5_output,68.0,4,4,9.0,9.0,C-Min-Edit,1.0500926994516953,0.029978340927243538,1,211.94553,17.809893,1.9999967,268.9261,8.282658100128174,,1
16056,mnist_lenet5_output,69.0,3,3,3.0,0.0,C-Min-Edit,1.0,0.015139670769984915,0,165.61734,15.168744,2.0,607.07697,67.53836441040039,,1
16057,mnist_lenet5_output,69.0,3,3,3.0,1.0,C-Min-Edit,1.0,0.010820771513741908,0,161.88635,15.263994,2.0,452.6004,67.52699518203735,,1
16058,mnist_lenet5_output,69.0,3,3,2.0,2.0,C-Min-Edit,0.8700297553744328,0.012204165626157778,1,176.30469,15.701618,2.0,413.56525,9.46089220046997,,1
16059,mnist_lenet5_output,69.0,3,3,3.0,4.0,C-Min-Edit,1.0,0.015092402564311201,0,162.53117,15.181871,2.0,446.6396,67.63900446891785,,1
16060,mnist_lenet5_output,69.0,3,3,3.0,5.0,C-Min-Edit,1.0,0.013467315748942915,0,171.32623,15.671167,2.0,427.13614,66.92725086212158,,1
16061,mnist_lenet5_output,69.0,3,3,3.0,6.0,C-Min-Edit,1.0,0.014936136792764744,0,158.25946,14.795113,2.0,462.7042,67.40270566940308,,1
16062,mnist_lenet5_output,69.0,3,3,3.0,7.0,C-Min-Edit,1.0,0.011793866210055303,0,164.39554,15.205256,2.0,517.60956,66.68642687797546,,1
16063,mnist_lenet5_output,69.0,3,3,3.0,8.0,C-Min-Edit,1.0,0.013916048132551482,0,140.09106,13.77551,2.0,415.19373,67.33788847923279,,1
16064,mnist_lenet5_output,69.0,3,3,3.0,9.0,C-Min-Edit,1.0,0.01318062152846074,0,169.4093,15.534125,2.0,429.05258,66.98377180099487,,1
16065,mnist_lenet5_output,70.0,0,0,4.0,1.0,C-Min-Edit,0.9154122217245408,0.01863950993968552,0,294.35822,21.950893,2.0,310.18982,65.2160050868988,,1
16066,mnist_lenet5_output,70.0,0,0,6.0,2.0,C-Min-Edit,0.9208613141610165,0.026625309954887946,0,297.54877,21.722673,2.0,423.3038,49.46062731742859,,1
16067,mnist_lenet5_output,70.0,0,0,8.0,3.0,C-Min-Edit,1.2470131113724234,0.0295700125525701,0,304.7616,22.44772,2.0,349.7109,67.29483151435852,,1
16068,mnist_lenet5_output,70.0,0,0,4.0,4.0,C-Min-Edit,0.9250698562800431,0.04847351580355672,1,297.6988,21.659565,2.0,320.7502,48.84630560874939,,1
16069,mnist_lenet5_output,70.0,0,0,4.0,5.0,C-Min-Edit,1.1581961381761534,0.057399947810568654,0,304.6021,22.040344,2.0,353.0776,67.29633593559265,,1
16070,mnist_lenet5_output,70.0,0,0,6.0,6.0,C-Min-Edit,0.7650076633525796,0.028798298522700036,1,317.76776,22.71756,2.0,400.61777,43.46009016036987,,1
16071,mnist_lenet5_output,70.0,0,0,7.0,7.0,C-Min-Edit,0.9155026145804823,0.028378721830995383,1,293.08752,21.743093,2.0,306.1885,17.810166120529175,,1
16072,mnist_lenet5_output,70.0,0,0,8.0,8.0,C-Min-Edit,0.9543087052453166,0.02812489209203236,1,305.91913,22.222322,2.0,359.81387,17.731996059417725,,1
16073,mnist_lenet5_output,70.0,0,0,9.0,9.0,C-Min-Edit,0.9127915054693994,0.019915595606922146,1,305.25793,22.074467,2.0,406.16238,27.04360008239746,,1
16074,mnist_lenet5_output,71.0,7,7,7.0,0.0,C-Min-Edit,1.0,0.00537404151297845,0,175.12434,15.896524,1.999782,442.38312,18.04815363883972,,1
16075,mnist_lenet5_output,71.0,7,7,7.0,1.0,C-Min-Edit,1.0,0.0060811844528115624,0,169.52481,15.574636,1.9993112,469.54263,66.87391066551208,,1
16076,mnist_lenet5_output,71.0,7,7,7.0,2.0,C-Min-Edit,1.0,0.0066872011833710755,0,186.26462,16.610535,1.9998765,494.61456,6.997589588165283,,1
16077,mnist_lenet5_output,71.0,7,7,3.0,3.0,C-Min-Edit,0.880921530042613,0.005131040659701374,1,186.41203,16.652758,1.9998395,424.13138,9.2393217086792,,1
16078,mnist_lenet5_output,71.0,7,7,7.0,4.0,C-Min-Edit,1.0,0.008078587823194129,0,174.7388,16.021795,1.9995745,473.6805,67.13224744796753,,1
16079,mnist_lenet5_output,71.0,7,7,5.0,5.0,C-Min-Edit,0.9879419358745035,0.00814000248709514,1,203.48766,17.63797,1.9998734,466.30447,41.12885236740112,,1
16080,mnist_lenet5_output,71.0,7,7,7.0,6.0,C-Min-Edit,1.0,0.006322234276884509,0,181.93243,16.639019,1.999754,525.2337,71.4546627998352,,1
16081,mnist_lenet5_output,71.0,7,7,5.0,8.0,C-Min-Edit,0.9055462058590888,0.005921260884997417,0,209.33527,18.118286,1.9999455,412.50958,67.60672330856323,,1
16082,mnist_lenet5_output,71.0,7,7,7.0,9.0,C-Min-Edit,1.0,0.006224589949931225,0,179.68005,16.34899,1.9996605,399.30197,70.4042375087738,,1
16083,mnist_lenet5_output,72.0,0,0,1.0,1.0,C-Min-Edit,3.7203823544549315,0.6245552600358886,1,334.20996,23.451317,1.9843137,275.4293,52.41138219833374,,1
16084,mnist_lenet5_output,72.0,0,0,6.0,2.0,C-Min-Edit,0.9332221040930899,0.013476829177270666,0,222.7814,18.949286,2.0,489.76355,67.57286024093628,,1
16085,mnist_lenet5_output,72.0,0,0,8.0,3.0,C-Min-Edit,0.6964516389858018,0.06701541701091306,0,333.40863,23.31311,1.9921569,351.96313,67.38279700279236,,1
16086,mnist_lenet5_output,72.0,0,0,6.0,4.0,C-Min-Edit,0.7736710776918347,0.06238647378738727,0,296.8521,21.660896,1.9921315,323.68945,67.19647216796875,,1
16087,mnist_lenet5_output,72.0,0,0,8.0,5.0,C-Min-Edit,0.7167498612105558,0.05687680858946719,0,304.59515,22.134958,1.9969587,336.05966,67.00469541549683,,1
16088,mnist_lenet5_output,72.0,0,0,6.0,6.0,C-Min-Edit,1.2293458860487383,0.03987242317708737,1,245.5327,19.779318,1.9999088,418.0678,43.48757696151733,,1
16089,mnist_lenet5_output,72.0,0,0,0.0,7.0,C-Min-Edit,1.0,0.022171969809805493,0,239.10353,19.409351,1.9843137,418.19122,67.59994888305664,,1
16090,mnist_lenet5_output,72.0,0,0,8.0,8.0,C-Min-Edit,0.8527300145844064,0.054889162316293705,1,295.1117,21.481073,1.9921443,341.0442,46.02321863174439,,1
16091,mnist_lenet5_output,72.0,0,0,0.0,9.0,C-Min-Edit,1.0,0.07136412462531856,0,307.4792,22.053963,1.9921155,332.47183,67.33810234069824,,1
16092,mnist_lenet5_output,73.0,2,2,0.0,0.0,C-Min-Edit,0.980443702931922,0.024833939561555954,1,257.7166,20.169706,1.9996791,480.58264,44.25170660018921,,1
16093,mnist_lenet5_output,73.0,2,2,2.0,1.0,C-Min-Edit,1.0,0.02431988132172424,0,252.86566,20.285538,1.9992423,241.46848,22.154675245285038,,1
16094,mnist_lenet5_output,73.0,2,2,3.0,3.0,C-Min-Edit,0.8703517711000749,0.015242469032059091,1,220.59805,18.109898,1.9964696,383.6971,15.626540184020996,,1
16095,mnist_lenet5_output,73.0,2,2,4.0,4.0,C-Min-Edit,0.9457499351312142,0.030140725630859837,1,269.36032,20.839552,2.0,361.00742,34.0509991645813,,1
16096,mnist_lenet5_output,73.0,2,2,1.0,5.0,C-Min-Edit,13.03568955367066,0.7417624880506436,0,232.34605,18.998621,1.9921569,356.98224,67.21590638160706,,1
16097,mnist_lenet5_output,73.0,2,2,2.0,6.0,C-Min-Edit,1.0,0.023003916461492344,0,253.04163,19.752247,1.9967275,400.18637,67.51409864425659,,1
16098,mnist_lenet5_output,73.0,2,2,2.0,7.0,C-Min-Edit,1.0,0.03903126366123724,0,254.04044,19.849632,1.9976443,350.18698,67.38348388671875,,1
16099,mnist_lenet5_output,73.0,2,2,2.0,8.0,C-Min-Edit,1.0,0.030156413005142973,0,243.04405,19.656723,1.9999942,368.45963,67.39864039421082,,1
16100,mnist_lenet5_output,73.0,2,2,9.0,9.0,C-Min-Edit,1.1180277760729742,0.034301095487183186,1,263.13815,20.454233,1.9995887,396.52667,37.32609748840332,,1
16101,mnist_lenet5_output,74.0,9,9,1.0,0.0,C-Min-Edit,6.856293143683786,0.6617958587716353,0,145.43669,14.242961,1.9921569,469.62097,67.80804324150085,,1
16102,mnist_lenet5_output,74.0,9,9,1.0,1.0,C-Min-Edit,13.687529590297943,0.8015711441171454,1,114.92788,11.993096,1.9921569,197.947,15.94124150276184,,1
16103,mnist_lenet5_output,74.0,9,9,1.0,2.0,C-Min-Edit,11.517533670741265,0.7627555951562521,0,125.18002,13.129091,1.9921569,366.47406,67.39476084709167,,1
16104,mnist_lenet5_output,74.0,9,9,9.0,3.0,C-Min-Edit,1.0,0.060448280020990355,0,152.17992,14.698155,1.9921569,351.8958,67.4729950428009,,1
16105,mnist_lenet5_output,74.0,9,9,4.0,4.0,C-Min-Edit,0.9037010140227786,0.03142777761254307,1,120.9462,12.563417,1.9921569,372.86237,25.242680072784424,,1
16106,mnist_lenet5_output,74.0,9,9,8.0,5.0,C-Min-Edit,0.7572234763850386,0.03939966687837264,0,152.74281,14.7911215,1.9921569,356.65924,67.523264169693,,1
16107,mnist_lenet5_output,74.0,9,9,1.0,6.0,C-Min-Edit,6.456558222158895,0.6315712254821617,0,147.99124,14.303026,1.9921569,373.8509,67.18940210342407,,1
16108,mnist_lenet5_output,74.0,9,9,9.0,7.0,C-Min-Edit,1.0,0.020524714462711532,0,109.54484,11.739684,1.9921569,319.843,10.481759548187256,,1
16109,mnist_lenet5_output,74.0,9,9,9.0,8.0,C-Min-Edit,1.0,0.022736309104820055,0,114.464615,12.019868,1.9921503,346.09076,5.012007236480713,,1
16110,mnist_lenet5_output,75.0,1,1,6.0,0.0,C-Min-Edit,0.04289079897964802,0.014986539079921955,0,112.78029,12.567114,1.9957374,485.51138,67.75071239471436,,1
16111,mnist_lenet5_output,75.0,1,1,2.0,2.0,C-Min-Edit,0.04816185121428092,0.02228616748702249,1,151.05247,15.068719,1.9996378,423.4388,24.10125756263733,,1
16112,mnist_lenet5_output,75.0,1,1,9.0,3.0,C-Min-Edit,0.048401231412334475,0.032335407074119686,0,106.3244,12.241912,1.9955384,349.01132,67.18588900566101,,1
16113,mnist_lenet5_output,75.0,1,1,4.0,4.0,C-Min-Edit,0.03296216279542,0.015007492672354981,1,86.25482,10.518091,1.9973545,380.32587,4.378126382827759,,1
16114,mnist_lenet5_output,75.0,1,1,5.0,5.0,C-Min-Edit,0.05316028845489661,0.018849383793805453,1,132.47296,13.917018,1.9988202,329.14816,9.247741460800173,,1
16115,mnist_lenet5_output,75.0,1,1,8.0,6.0,C-Min-Edit,0.035244648845531634,0.0197349195740548,0,123.76672,13.520744,1.9972813,353.74274,13.103192806243896,,1
16116,mnist_lenet5_output,75.0,1,1,7.0,7.0,C-Min-Edit,0.02466228088534839,0.01206831457690384,1,121.79022,13.392151,1.9999027,286.47485,21.81097173690796,,1
16117,mnist_lenet5_output,75.0,1,1,8.0,8.0,C-Min-Edit,0.0463654431071801,0.02559928707341703,1,110.60983,12.418055,1.9983805,335.12952,6.55761981010437,,1
16118,mnist_lenet5_output,75.0,1,1,9.0,9.0,C-Min-Edit,0.0354059299899698,0.021320334160610195,1,97.91609,11.557812,1.9940195,329.79486,14.138717651367188,,1
16119,mnist_lenet5_output,76.0,7,7,7.0,0.0,C-Min-Edit,1.0,0.057118009644616115,0,176.0535,16.62338,1.9921569,483.2913,67.13752794265747,,1
16120,mnist_lenet5_output,76.0,7,7,1.0,1.0,C-Min-Edit,12.088764068191612,0.7156003998816051,1,169.5942,16.359262,1.9921569,182.66693,12.720775604248049,,1
16121,mnist_lenet5_output,76.0,7,7,7.0,2.0,C-Min-Edit,1.0,0.06020493816055794,0,174.4017,16.559967,1.9921569,377.95438,67.16271233558655,,1
16122,mnist_lenet5_output,76.0,7,7,9.0,3.0,C-Min-Edit,1.1005278544046848,0.12538000761703336,0,188.49927,17.104313,1.9921569,351.58798,67.61296486854553,,1
16123,mnist_lenet5_output,76.0,7,7,4.0,4.0,C-Min-Edit,1.024724054398458,0.09400712374757213,1,187.55261,17.011803,1.9921569,329.37778,49.9363214969635,,1
16124,mnist_lenet5_output,76.0,7,7,9.0,5.0,C-Min-Edit,1.0852691918216337,0.1234554632194956,0,187.85776,17.03524,1.9921569,332.08002,67.6906385421753,,1
16125,mnist_lenet5_output,76.0,7,7,7.0,6.0,C-Min-Edit,1.0,0.06328248656707224,0,178.10164,16.723108,1.9921569,376.5872,67.69524669647217,,1
16126,mnist_lenet5_output,76.0,7,7,7.0,8.0,C-Min-Edit,1.0,0.08545538821204074,0,181.76273,16.853249,1.9921569,364.73953,67.33987283706665,,1
16127,mnist_lenet5_output,76.0,7,7,7.0,9.0,C-Min-Edit,1.0,0.07588198761957118,0,178.527,16.79432,1.9921569,318.3436,66.94897603988647,,1
16128,mnist_lenet5_output,77.0,3,3,2.0,0.0,C-Min-Edit,0.9214788281475391,0.06389570808253692,0,166.73094,14.812948,1.9921569,415.72662,67.4726881980896,,1
16129,mnist_lenet5_output,77.0,3,3,3.0,1.0,C-Min-Edit,1.0,0.09732427774842142,0,168.8484,14.816859,1.9921569,325.96432,67.23340153694153,,1
16130,mnist_lenet5_output,77.0,3,3,3.0,2.0,C-Min-Edit,1.0,0.05639222757053191,0,194.94928,16.604239,1.9999979,426.44827,43.80742144584656,,1
16131,mnist_lenet5_output,77.0,3,3,4.0,4.0,C-Min-Edit,1.763117418644236,0.041305705042560155,1,172.09366,15.530871,1.9931238,363.6247,17.05325746536255,,1
16132,mnist_lenet5_output,77.0,3,3,5.0,5.0,C-Min-Edit,1.0132912728104266,0.03518552858698268,1,157.08246,14.607937,1.9977884,354.84732,7.548437118530273,,1
16133,mnist_lenet5_output,77.0,3,3,6.0,6.0,C-Min-Edit,0.8588211532374739,0.05345348585310816,1,197.46829,16.637127,1.9928162,403.90875,45.57790422439575,,1
16134,mnist_lenet5_output,77.0,3,3,7.0,7.0,C-Min-Edit,1.0513341251798973,0.06966021204102243,1,165.60735,14.801569,1.9921569,388.69705,40.07089924812317,,1
16135,mnist_lenet5_output,77.0,3,3,8.0,8.0,C-Min-Edit,0.7331136570404727,0.03130502532359318,1,173.67084,15.292639,1.9954844,356.82227,8.381798505783081,,1
16136,mnist_lenet5_output,77.0,3,3,9.0,9.0,C-Min-Edit,1.0213941759139744,0.031247155514056973,1,185.46448,16.42593,1.9999416,339.9337,8.107477903366089,,1
16137,mnist_lenet5_output,78.0,2,2,2.0,0.0,C-Min-Edit,1.0,0.03665160484313245,0,302.7231,21.710918,2.0,493.8272,8.756957530975342,,1
16138,mnist_lenet5_output,78.0,2,2,2.0,1.0,C-Min-Edit,1.0,0.04384809570463517,0,305.27872,22.012531,2.0,365.4609,8.720747470855713,,1
16139,mnist_lenet5_output,78.0,2,2,1.0,3.0,C-Min-Edit,9.728922659861707,0.7914368160867138,0,305.70795,22.090624,2.0,472.76382,67.32290124893188,,1
16140,mnist_lenet5_output,78.0,2,2,4.0,4.0,C-Min-Edit,1.030468857939727,0.05254900748987441,1,288.56763,21.299911,2.0,405.93854,10.100316047668455,,1
16141,mnist_lenet5_output,78.0,2,2,1.0,5.0,C-Min-Edit,11.045396989075936,0.8067180905652879,0,318.23737,22.922684,2.0,459.72552,67.32275772094727,,1
16142,mnist_lenet5_output,78.0,2,2,2.0,6.0,C-Min-Edit,1.0,0.04382234223332937,0,300.5181,21.970116,2.0,446.7156,67.7533791065216,,1
